HorizonYears,Mode,PersonId,Person,FundsUsed,AssignmentsUsed,Start,End,TradingDays,Calmar,AnnualizedReturn,MaxDrawdown,SPYCalmarSameWindow,QQQCalmarSameWindow,BeatsSPY,BeatsQQQ,BeatsEither
1,full,PM::Christopher Plunkett,Christopher Plunkett,1,1,2025-03-13,2026-03-13,251,3.0832570300826396,0.03930503525736939,-0.012747894474537502,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Sam Jurrens,Sam Jurrens,1,1,2025-03-13,2026-03-13,251,2.9300515900098816,0.26552301833892256,-0.09062059495615471,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Eric Becker,Eric Becker,2,2,2025-03-13,2026-03-13,251,2.8574570812846547,0.08364752247515783,-0.02927341342168177,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::John S. Orrico,John S. Orrico,2,2,2025-03-13,2026-03-13,251,2.8574570812846547,0.08364752247515783,-0.02927341342168177,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Charles Collins,Charles Collins,1,1,2025-03-13,2026-03-13,251,2.5896510268257305,0.15719393185728125,-0.060700816530465884,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Jason A. Graffius,Jason A. Graffius,1,1,2025-03-13,2026-03-13,251,2.5896510268257305,0.15719393185728125,-0.060700816530465884,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Randall D. Schroeder,Randall D. Schroeder,1,1,2025-03-13,2026-03-13,251,2.5896510268257305,0.15719393185728125,-0.060700816530465884,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Christopher W. Floyd,Christopher W. Floyd,1,1,2025-03-13,2026-03-13,251,2.5890472314289648,0.172322896733222,-0.0665584214306173,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Sundaram Chettiappan,Sundaram Chettiappan,1,1,2025-03-13,2026-03-13,251,2.5890472314289172,0.17232289673322,-0.06655842143061774,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Vaneet Chadha,Vaneet Chadha,1,1,2025-03-13,2026-03-13,251,2.5890472314289172,0.17232289673322,-0.06655842143061774,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Christopher Day,Christopher Day,1,1,2025-03-13,2026-03-13,251,2.576900640409465,0.07782195143033488,-0.03019982618265371,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Jay Pestrichelli,Jay Pestrichelli,7,7,2025-03-13,2026-03-13,251,2.537651037200742,0.362025501890199,-0.14266165701393907,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Torrey Zaches,Torrey Zaches,3,3,2025-03-13,2026-03-13,251,2.4220463267883883,0.18625899600654394,-0.07690150016805075,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::James H Stavena,James H Stavena,3,3,2025-03-13,2026-03-13,251,2.4220463267883807,0.18625899600654283,-0.07690150016805053,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Charles A. Ragauss,Charles A. Ragauss,6,6,2025-03-13,2026-03-13,251,2.3221132931405783,0.19198951796308306,-0.08267879027703418,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Russell Korgaonkar,Russell Korgaonkar,1,1,2025-03-13,2026-03-13,251,2.3040079009043186,0.24459429184645454,-0.10616035290089576,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Greg Barrato,Greg Barrato,2,2,2025-03-13,2026-03-13,251,2.294950880870484,0.08599050781320683,-0.03746943280136361,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Francis J. Ok,Francis J. Ok,2,2,2025-03-13,2026-03-13,251,2.2949508808704593,0.08599050781320616,-0.03746943280136372,1.5746147767076384,1.7556156393827367,True,True,True
1,full,PM::Josh L. Smith,Josh L. Smith,1,1,2025-03-13,2026-03-13,251,2.281883978754611,0.2193597131271241,-0.09613096685434663,1.5746147767076384,1.7556156393827367,True,True,True
